1.299861,0.054
1.302891,0.047
1.307515,0.0620000000000001
1.3136,0.055
1.319724,0.0610000000000001
1.322754,0.054
1.328887,0.0629999999999999
1.334999,0.0649999999999999
1.339555,0.0580000000000001
1.345674,0.0620000000000001
1.350241,0.0580000000000001
1.35635,0.0590000000000001
1.35939,0.055
1.365503,0.0580000000000001
1.367012,0.052
1.370051,0.048
1.373093,0.044
1.382267,0.049
1.389885,0.045
1.392926,0.041
1.399787,0.038
1.415593,0.036
1.4329,0.035
1.450916,0.036
1.468933,0.037
1.486952,0.039
1.504975,0.043
1.522994,0.045
1.541009,0.046
1.559022,0.046
1.577031,0.045
1.595041,0.044
1.613054,0.044
1.631065,0.044
1.649072,0.042
1.667083,0.042
1.685091,0.04
1.703098,0.038
1.721104,0.036
1.739115,0.036
1.757127,0.036
1.770651,0.04
1.779673,0.046
1.793191,0.049
1.805787,0.044
1.81748,0.04
1.826832,0.035
1.838165,0.03
1.854666,0.027
1.865163,0.023
1.874185,0.028
1.875395,0.031
1.892895,0.027
1.907852,0.034
1.926449,0.038
1.944471,0.041
1.962481,0.04
1.980485,0.037
1.998484,0.033
2.016493,0.032
2.034497,0.029
2.052511,0.029
2.070518,0.028
2.088527,0.027
2.106536,0.026
2.124538,0.022
2.142548,0.021
2.15516,0.022
2.167782,0.027
2.186534,0.028
2.196317,0.032
2.200233,0.036
2.20295,0.041
2.207291,0.047
2.220096,0.052
2.238109,0.052
2.255208,0.048
2.2678,0.043
2.27589,0.038
2.284582,0.033
2.296123,0.027
2.310572,0.024
2.325605,0.023
2.337068,0.017
2.351609,0.017
2.363009,0.012
2.380283,0.012
2.39288,0.00800000000000001
2.396647,0.003
