#wave spectrum spectrum_w_rand error_w_floor
2.4 2.8656020174320007e-05 0.00015158349003244895 0.00024223805627260608
2.4004999999999996 2.8489839006061015e-05 -0.00018846932340837525 0.0002169362548150169
2.401505 2.8205229559252973e-05 0.00022421388705456366 0.00020307451170060244
2.40251 2.9942725377615344e-05 8.498557321995581e-05 0.00019448733540885233
2.4035149999999996 3.16802211958589e-05 0.00018220093866698231 0.0001867557292386173
2.4045199999999998 3.341771701421973e-05 -6.188238895566968e-05 0.00017916223984030757
2.405525 3.234078404080659e-05 -0.00020421330558346084 0.00016997114197532916
2.4065299999999996 3.0536030508448036e-05 -8.83632348142115e-05 0.00016113219262801296
2.4075349999999998 2.8731276975980996e-05 -0.00010177681045480338 0.0001532939525509664
2.40854 2.7689569176696e-05 4.8032558942505964e-05 0.00014669370582011577
2.409545 2.7245345620764888e-05 -3.694459749753595e-05 0.00014113172516009353
2.4105499999999997 2.6801122064729872e-05 -5.255196711732994e-05 0.0001365225457386616
2.411555 2.8102262391202532e-05 0.00012907865201661624 0.00013345386165846665
2.41256 3.306520304066169e-05 0.00010606583365512477 0.000132223169530453
2.4135649999999997 3.8028143689416853e-05 0.0002200663995057236 0.00013115563147214957
2.41457 4.2391562340731124e-05 1.7644982465711225e-06 0.00012938631342305338
2.415575 3.9893496730983534e-05 0.00015675743883129594 0.00012521803431715387
2.4165799999999997 3.7395431120774236e-05 -6.170277348152431e-05 0.00012084321589216455
2.417585 3.489736551074372e-05 -7.954854072836961e-06 0.00011656033857088697
2.41859 3.432356521207491e-05 4.504390147626099e-05 0.00011215002842415816
2.4195949999999997 3.413404872418645e-05 2.1375594096921666e-05 0.00010799794848327131
2.4206 3.394453223609267e-05 3.478710940423641e-05 0.00010423049443221896
2.421605 3.319152464114704e-05 6.600828409199053e-05 0.0001008836263432085
2.4226099999999997 3.203436852626712e-05 8.593368497297853e-05 9.792564029912154e-05
2.423615 3.0877212411470014e-05 7.078101879305165e-05 9.534907774986801e-05
2.42462 3.129553684685685e-05 -1.0294210186452051e-05 9.34420939170856e-05
2.4256249999999997 3.4960216027085615e-05 -2.910394188625368e-05 9.232305754750739e-05
2.42663 3.8624895207620884e-05 3.139507128501057e-05 9.125301626045685e-05
2.427635 4.174772096026913e-05 5.1380141784583985e-05 8.975089555189749e-05
2.4286399999999997 3.729378240695239e-05 -0.00023982735325304172 8.67470182147267e-05
2.429645 3.28398438536341e-05 -7.243053157568712e-05 8.381725587674575e-05
2.43065 2.8385905300321148e-05 0.00010131150356630905 8.140642500114876e-05
2.4316549999999997 3.0244897294511107e-05 9.207036800926937e-05 8.055885702126134e-05
2.43266 3.365911073988496e-05 1.1659201518118996e-05 8.034175990061438e-05
2.433665 3.707332418549363e-05 -4.569532792977993e-06 8.022615690977189e-05
2.4346699999999997 3.7877454427431574e-05 -8.88465491858581e-05 7.976991932328525e-05
2.435675 3.639952565092191e-05 -2.7265522088021216e-05 7.89910876023181e-05
2.43668 3.4921596874715173e-05 -1.0947086531645282e-05 7.815934579951612e-05
2.4376849999999997 3.46024661494131e-05 -7.656032704477668e-05 7.740159243821219e-05
2.43869 3.7576420007824744e-05 1.3376349120249778e-05 7.678496645120761e-05
2.439695 4.0550373866377035e-05 1.2101386882788296e-05 7.611875806178181e-05
2.4406999999999996 4.3524327724667274e-05 5.3799643262518e-05 7.519417030084096e-05
2.441705 3.8868219877570864e-05 8.249964397680772e-05 7.319786000143717e-05
2.44271 3.4077303479961626e-05 5.4664564690778055e-05 7.117948890017819e-05
2.4437149999999996 2.9286387082310175e-05 -4.265762661962444e-05 6.948178713568842e-05
2.44472 3.074106087059138e-05 6.323634665242136e-05 6.88616421922038e-05
2.445725 3.486536277284486e-05 -2.1162487085897852e-05 6.880653668687535e-05
2.4467299999999996 3.898966467516664e-05 -4.211699650134369e-05 6.876285342943098e-05
2.4477349999999998 3.970647509920944e-05 0.00011147709947316564 6.813330267008112e-05
2.44874 3.5600785451890944e-05 7.075679513074583e-05 6.680924412309701e-05
2.449745 3.149509580483411e-05 0.00010675162984972374 6.54855577105154e-05
2.4507499999999998 2.8026134863274278e-05 -8.389144757361811e-05 6.449924781242638e-05
2.451755 2.909409571367684e-05 -7.101578374370985e-05 6.438080646018855e-05
2.45276 3.0162056564075682e-05 5.3437841916538496e-05 6.449074312628055e-05
2.4537649999999998 3.123001741451533e-05 1.0627659197985059e-05 6.473605417378118e-05
2.45477 3.316513257972024e-05 3.796954829625826e-05 6.521477059039979e-05
2.455775 3.528080900496773e-05 2.7286055972128106e-06 6.576620824074647e-05
2.4567799999999997 3.739648543028826e-05 4.0934729217638115e-05 6.622140748053373e-05
2.457785 3.6897348728410396e-05 7.423198918683299e-05 6.61073378474951e-05
2.45879 3.4058840435497805e-05 5.055652226549422e-05 6.548972970227074e-05
2.4597949999999997 3.122033214255285e-05 3.130484538343119e-05 6.487948712677303e-05
2.4608 2.9557841513143285e-05 -4.687598015404274e-05 6.468670102454258e-05
2.461805 3.198171711943646e-05 -2.7854468926857327e-05 6.539201772098391e-05
2.4628099999999997 3.440559272544255e-05 -5.619310125813174e-05 6.634683213898998e-05
2.463815 3.682946833182433e-05 -4.3682996099969e-05 6.739334354416977e-05
2.46482 3.8431265457843334e-05 8.67171867708553e-06 6.83291951264175e-05
2.4658249999999997 3.995638813258619e-05 0.00013750863201511141 6.919872686779827e-05
2.46683 4.1481510807335874e-05 0.00013810575828241756 6.990441373908539e-05
2.467835 4.140260265713911e-05 -2.860493091272951e-05 6.995108350587579e-05
2.4688399999999997 4.026068836139477e-05 0.00014206293735508332 6.946698657525758e-05
2.469845 3.9118774065303765e-05 6.914504035778228e-05 6.879790057234906e-05
2.47085 3.7856211911842835e-05 8.213918544933591e-05 6.791454409968587e-05
2.4718549999999997 3.628901766461337e-05 -2.606975107212221e-05 6.675244620447024e-05
2.47286 3.4721823417387946e-05 -4.900732079543715e-05 6.560878559178936e-05
2.473865 3.315462917001804e-05 7.222252866952381e-05 6.459906398329433e-05
2.4748699999999997 3.1879009191991546e-05 -1.8387070114330125e-06 6.401661594835618e-05
2.475875 3.0615074059812025e-05 2.5399867583869135e-05 6.362289264419265e-05
2.47688 2.935113892760792e-05 1.902171529942498e-05 6.349126056462067e-05
2.4778849999999997 3.1652011767591744e-05 3.6072787013770176e-05 6.421454918826358e-05
2.47889 3.60040880451883e-05 5.6150343564884735e-05 6.559656234574145e-05
2.479895 4.0356164322479504e-05 -8.885631466557198e-05 6.716998319880267e-05
2.4808999999999997 4.302102044631816e-05 4.5588421475915175e-05 6.849656628310946e-05
2.481905 4.181482025217348e-05 7.246176714104582e-05 6.91933162775835e-05
2.48291 4.060862005795018e-05 0.00014545868633274986 6.973223689476547e-05
2.4839149999999997 3.940241986368985e-05 -5.632969991108693e-05 7.023449580397613e-05
2.48492 4.0995242304589516e-05 0.0001587791117159117 7.080544477049318e-05
2.485925 4.268106643341065e-05 -4.81837045902917e-05 7.139098252195055e-05
2.4869299999999996 4.436689056194462e-05 0.00015460654780781653 7.194339622964375e-05
2.487935 4.473459391860913e-05 4.1224418768872515e-05 7.23065132290245e-05
2.48894 4.432024565283909e-05 4.131536825187165e-05 7.252784713513615e-05
2.4899449999999996 4.390589738711775e-05 -6.3138889657823e-05 7.27183232308319e-05
2.4909499999999998 4.393790501591505e-05 6.449612512482687e-05 7.295211538337899e-05
2.491955 4.51013773795779e-05 3.9871205547441736e-05 7.328052429242676e-05
2.49296 4.6264849743217186e-05 0.00014924653945402248 7.36174080347592e-05
2.4939649999999998 4.742832210693481e-05 -9.750430166423485e-07 7.390879456214733e-05
2.49497 4.7192149581778026e-05 -5.1442756230345624e-05 7.397708668944424e-05
2.4959749999999996 4.685649920671267e-05 2.683082183537103e-05 7.397461945809485e-05
2.4969799999999998 4.6520848831518144e-05 5.507816563043415e-05 7.396428107489177e-05
2.497985 4.645018225560751e-05 -4.527506862128008e-05 7.401606039904376e-05
2.49899 4.657150687931003e-05 0.00015785623762429318 7.409235662001597e-05
2.4999949999999997 4.6692831502961956e-05 -4.0697894189426205e-06 7.4085756317213e-05
2.501 4.65963273585028e-05 0.00011463410543887905 7.369536714231108e-05
2.502005 4.573447004323699e-05 6.075552929957591e-05 7.328431410230514e-05
2.5030099999999997 4.487261272799397e-05 8.493188174256745e-05 7.286658069977749e-05
2.504015 4.401075541262639e-05 0.00013950554271822203 7.247600974062336e-05
2.50502 4.379163505195588e-05 -3.7485065815433477e-06 7.216308779749451e-05
2.5060249999999997 4.367827231082429e-05 4.622504268488896e-05 7.188765343536736e-05
2.50703 4.356490956951784e-05 5.894261296867994e-05 7.165190471381429e-05
2.508035 4.332056244500131e-05 6.666486044129936e-05 7.151230225595932e-05
2.5090399999999997 4.294059894386626e-05 0.00018918393859332082 7.147166305860633e-05
2.510045 4.2560635442801885e-05 -1.0269611814264269e-05 7.148204108520519e-05
2.51105 4.249153418562613e-05 2.378720099977064e-05 7.1589265229867e-05
2.5120549999999997 4.4715790772193286e-05 9.020253200032728e-05 7.193195818930176e-05
2.51306 4.694004735836405e-05 4.926782186077177e-05 7.22985701290225e-05
2.514065 4.9164303944822584e-05 2.049119202984567e-05 7.254425755723874e-05
2.5150699999999997 4.768839171264302e-05 -5.1483502610210424e-05 7.221713579109502e-05
2.516075 4.49317208806826e-05 6.033493944433336e-05 7.160758543707746e-05
2.51708 4.217505004857857e-05 3.835335180232709e-05 7.100949737923277e-05
2.5180849999999997 4.088770922438637e-05 0.00013435176467235948 7.070739385710674e-05
2.51909 4.2192170245561496e-05 3.463616971748705e-06 7.082879733617954e-05
2.520095 4.3496631266747546e-05 -3.26381194052494e-05 7.107077420314607e-05
2.5210999999999997 4.4801092288009625e-05 0.00013687691273267608 7.137444286713475e-05
2.522105 4.53609684704277e-05 2.62796635179512e-05 7.176537451858619e-05
2.52311 4.5902667572303604e-05 8.165068009637314e-05 7.217774549285924e-05
2.5241149999999997 4.644436667430037e-05 7.022570397300809e-05 7.257254009731908e-05
2.52512 4.719000277958494e-05 5.8471405491941826e-05 7.28620211649966e-05
2.526125 4.8079740879559056e-05 4.649795002089234e-06 7.304916160940466e-05
2.5271299999999997 4.896947897954318e-05 0.00013554118826912423 7.314780866956624e-05
2.528135 4.939942844013085e-05 -7.72948120658716e-05 7.302655914949052e-05
2.52914 4.788402857765938e-05 3.540037257617772e-05 7.246436933117608e-05
2.5301449999999996 4.636862871493288e-05 9.22351637140805e-05 7.179865208072166e-05
2.53115 4.4853228852335126e-05 2.5033788238041738e-05 7.11054004528032e-05
2.532155 4.415924589589068e-05 -6.910036602916126e-05 7.040962778763197e-05
2.5331599999999996 4.3681262875682984e-05 8.752655840286568e-05 6.972309900200829e-05
2.534165 4.32032798552174e-05 2.4563739870032097e-05 6.905529886854948e-05
2.53517 4.244594032440036e-05 6.560709765281617e-05 6.840878872575607e-05
2.536175 4.124762802157797e-05 -0.00011778389632553383 6.77887489121207e-05
2.5371799999999998 4.004931571886217e-05 0.0001335638274620811 6.72177766386036e-05
2.538185 3.885100341613256e-05 1.3203928281423265e-05 6.675723448039515e-05
2.53919 3.9655101607645636e-05 6.840996911323809e-05 6.666130637590244e-05
2.5401949999999998 4.0501641323605133e-05 -3.396391426110932e-05 6.66625213497508e-05
2.5412 4.134818103979131e-05 -6.420078576627261e-05 6.668606398536068e-05
2.542205 4.1284440763885554e-05 6.298807957774061e-05 6.66481280762868e-05
2.5432099999999997 4.052289691099853e-05 0.00018439340887003248 6.656264582655324e-05
2.544215 3.97613530580869e-05 9.920871324230158e-05 6.650769694368167e-05
2.54522 3.930873013078931e-05 -2.638421672800411e-05 6.659841140763013e-05
2.5462249999999997 4.063064969291411e-05 -1.9936961861057477e-05 6.70501402442238e-05
2.54723 4.195256925524559e-05 0.00013378333826713832 6.76057536227245e-05
2.548235 4.327448881748283e-05 0.00011406508014565988 6.819386910719275e-05
2.5492399999999997 4.457520628947967e-05 -1.0669053867060798e-05 6.874688711293611e-05
2.550245 4.586791629869854e-05 9.981348457490614e-05 6.926031881835203e-05
2.55125 4.716062630799445e-05 1.6237568474349314e-06 6.968145457290631e-05
2.5522549999999997 4.776955240555644e-05 -1.571524213801581e-06 6.977851872122752e-05
2.55326 4.677402069796153e-05 7.251081494621348e-05 6.935386835571712e-05
2.554265 4.5778488990673895e-05 1.792638107647416e-05 6.878144399236943e-05
2.5552699999999997 4.478295728313355e-05 4.429266438107287e-05 6.812107394483498e-05
2.556275 4.266735287968312e-05 2.7126796918144868e-05 6.726397848414555e-05
2.55728 4.0380160543494795e-05 0.00010479969326697232 6.638929738940701e-05
2.5582849999999997 3.809296820696407e-05 0.00010200269942465685 6.56416320734449e-05
2.55929 3.76156095727549e-05 -6.15020768716384e-05 6.534095121902268e-05
2.560295 3.952901494460314e-05 1.2160025951651729e-05 6.554426028405464e-05
2.5612999999999997 4.1442420316316935e-05 6.628221657910106e-05 6.587393089696902e-05
2.562305 4.3355825688091346e-05 -2.570686897478664e-05 6.61896909739663e-05
2.56331 4.21650319685678e-05 0.00014928527020999826 6.626020870556904e-05
2.5643149999999997 4.094257182814409e-05 4.8533229264924676e-05 6.62828120719736e-05
2.56532 3.9720111687319474e-05 5.109660943092006e-06 6.634546583355188e-05
2.566325 4.037930529835069e-05 0.00010582179380474319 6.664356786386898e-05
2.5673299999999997 4.2613848432449174e-05 -4.447237084616076e-05 6.715630617610138e-05
2.568335 4.484839156619672e-05 -1.1203236700176184e-05 6.769556797464095e-05
2.56934 4.673639446121594e-05 7.985582071116178e-05 6.809837326741738e-05
2.5703449999999997 4.528612602879634e-05 3.223775869555913e-05 6.804437379941974e-05
2.57135 4.383585759646393e-05 5.830820418456012e-05 6.786914971489399e-05
2.572355 4.238558916395184e-05 7.299691497951786e-05 6.765794551209035e-05
2.5733599999999996 4.274450062301136e-05 6.738750391967652e-05 6.74831767219703e-05
2.574365 4.412493995091051e-05 -4.979092145117268e-06 6.732015183166477e-05
2.57537 4.550537927880691e-05 3.702740741810345e-05 6.709065113164927e-05
2.5763749999999996 4.607863980559512e-05 7.064369555582939e-05 6.661553449342954e-05
2.57738 4.296321226860603e-05 -1.1296098500164752e-05 6.5636442655051e-05
2.578385 3.984778473140661e-05 1.5980050052204375e-05 6.459526309249642e-05
2.57939 3.673235719410847e-05 2.415652144552368e-05 6.365788807434748e-05
2.5803949999999998 3.683385315383904e-05 -6.215705073859403e-05 6.311514994165601e-05
2.5814 3.8215894854193755e-05 0.00011326449433107991 6.278502354514282e-05
2.582405 3.9597936554778975e-05 3.6969412066996035e-05 6.24696853549306e-05
2.5834099999999998 4.003254606214011e-05 5.769829333253541e-05 6.198630408324244e-05
2.584415 3.75683746569832e-05 -4.924554654527713e-06 6.118782483232394e-05
2.58542 3.510420325160753e-05 6.699605974943932e-05 6.037120821715689e-05
2.5864249999999998 3.264003184640152e-05 2.3597630808439522e-05 5.968266691408424e-05
2.58743 3.355641095376376e-05 6.231524083889035e-05 5.946097004262164e-05
2.588435 3.546725286262385e-05 0.00015060707553936654 5.945975907050061e-05
2.5894399999999997 3.7378094771276994e-05 9.757293827487393e-05 5.946336347889866e-05
2.590445 3.810859200346181e-05 7.585778636498103e-05 5.9240940999620397e-05
2.59145 3.600965901019953e-05 3.0519069098469246e-05 5.864175629469464e-05
2.5924549999999997 3.391072601668951e-05 2.2623978397169855e-05 5.7983209328857244e-05
2.59346 3.1811793023222655e-05 0.00010816674520699166 5.7388532562243864e-05
2.594465 3.1800750368516e-05 0.0001305773923937693 5.706832084308176e-05
2.5954699999999997 3.2275209042003886e-05 -1.619174149520952e-05 5.688119891377089e-05
2.596475 3.2749667715763277e-05 0.00013571292738625063 5.675032000063296e-05
2.59748 3.312553539991767e-05 0.00012336680320147833 5.6684169523625174e-05
2.5984849999999997 3.3295326622577955e-05 0.00013498972237013676 5.67068523766304e-05
2.59949 3.346511784503728e-05 -5.566238632087039e-05 5.679076592060417e-05
2.600495 3.3634909067686616e-05 7.643450973069874e-05 5.701774642452933e-05
2.6014999999999997 3.381609218666291e-05 6.446366103713181e-05 5.727910689217702e-05
2.602505 3.399958955375491e-05 8.184730783790132e-05 5.7536395355610154e-05
2.60351 3.418308692063876e-05 8.952255693847628e-05 5.7814662140712525e-05
2.6045149999999997 3.487932565924366e-05 0.0001105139097861721 5.817568477259799e-05
2.60552 3.659805408858223e-05 6.0705340561675346e-05 5.8659231901081924e-05
2.606525 3.831678251770314e-05 0.0001376283922637073 5.916240103256259e-05
2.6075299999999997 4.0035510947279514e-05 -4.169091668353759e-05 5.9591707917955246e-05
2.608535 3.8953177897142605e-05 -2.9438312264404924e-05 5.9666114818142564e-05
2.60954 3.730560049951265e-05 0.0001592830349654779 5.959979628554438e-05
2.6105449999999997 3.565802310225049e-05 -9.752924469205246e-06 5.9567584646091516e-05
2.61155 3.5509826604688264e-05 9.464897801294577e-05 5.98290936915052e-05
2.612555 3.8469215732869e-05 6.747134552035315e-05 6.0557528923147125e-05
2.6135599999999997 4.1428604861487804e-05 3.208906648752543e-05 6.141547909858716e-05
2.614565 4.438799398958264e-05 3.737448144434612e-05 6.223007292858179e-05
2.61557 4.399128616090784e-05 2.9930242611515445e-05 6.261482445855153e-05
2.6165749999999997 4.282817345499041e-05 7.072176574813022e-05 6.278776066238285e-05
