lamb/microns	ssa
2.28	0.7845627841157573
2.29	0.7882967622966933
2.3	0.7929473738401667
2.31	0.7993628600779972
2.32	0.8050959349309667
2.3299999999999996	0.8109818935618539
2.34	0.8168442561539315
2.3499999999999996	0.8225536901159394
2.36	0.8280212881229021
2.3699999999999997	0.8341159306710223
2.38	0.8323931785017273
2.3899999999999997	0.8433249586327967
2.4	0.8411209740821042
2.4099999999999997	0.8511167598192926
2.42	0.8544899099320606
2.4299999999999997	0.8575279588603182
2.44	0.8662318741882369
2.4499999999999997	0.8626508846812527
2.46	0.8705961601761417
2.4699999999999998	0.8727744228035447
2.48	0.8742441261927214
2.4899999999999998	0.8815163203030485
2.5	0.8827186090877032
2.51	0.8777716970891455
2.52	0.8783103859982606
2.53	0.8829155537941644
2.54	0.8788665663735136
2.55	0.8787787544835706
2.56	0.878681239413035
2.57	0.8782810194211257
2.5799999999999996	0.8755814432311124
2.59	0.876713245074414
2.5999999999999996	0.8766538349353922
2.61	0.8714249749372001
2.6199999999999997	0.8700621895172269
2.63	0.8697212338768903
2.6399999999999997	0.8694736621761994
2.65	0.8693971656910424
2.6599999999999997	0.8695861397570805
2.67	0.8703297725332381
2.6799999999999997	0.8708092452185894
2.69	0.8718805282951166
2.6999999999999997	0.8767570486606365
2.71	0.880625334250662
2.7199999999999998	0.8806791177987522
2.73	0.8760421728346246
2.7399999999999998	0.8765936736315272
2.75	0.8782544445796956
2.76	0.8803844384071383
2.77	0.8825106036334327
2.78	0.8850364525958065
2.79	0.8897543551635153
2.8	0.8936490463162716
2.81	0.8909444723049394
2.82	0.8929052196397546
2.8299999999999996	0.8948462782584821
2.84	0.9003554834792864
2.8499999999999996	0.9018468319712281
2.86	0.8997815992167625
2.8699999999999997	0.9035205516505534
2.88	0.9065839764746826
2.8899999999999997	0.9077346185556067
2.9	0.9088439592292916
2.9099999999999997	0.9100111498783902
2.92	0.910917800535478
2.9299999999999997	0.9118778377951895
2.94	0.912681769950697
2.9499999999999997	0.9094500659789251
2.96	0.910110280607399
2.9699999999999998	0.911887545511086
2.98	0.91499835331498
2.9899999999999998	0.9154756209363782
3.0	0.9133288191641727
3.01	0.915308283498824
3.02	0.9163801116473785
3.03	0.9202927141013376
3.04	0.9203167787470755
3.05	0.9168339024316066
3.06	0.9175944212379147
3.07	0.9205711789202028
3.08	0.9204999263477963
3.09	0.9189587452173275
3.0999999999999996	0.9180187391570661
3.11	0.920031464858476
3.1199999999999997	0.9198188246812854
3.13	0.9176545512550982
3.1399999999999997	0.915565014935188
3.15	0.9153139258076545
3.1599999999999997	0.9171089202385694
3.17	0.9186270918023118
3.1799999999999997	0.9184248709553721
3.19	0.916293858022568
3.1999999999999997	0.9124748264400213
3.21	0.9122791898839462
3.2199999999999998	0.9141865734979902
3.23	0.9142019230152235
3.2399999999999998	0.9142919959230918
3.25	0.9132862585932089
3.26	0.9118739401041488
3.27	0.9148987423574825
3.28	0.9152071664302674
3.29	0.915657508078863
3.3	0.9160694526802998
3.31	0.9132900289475144
3.32	0.913480369528792
3.33	0.9140713456374694
3.34	0.9168334108969622
3.3499999999999996	0.9189710335498092
3.36	0.9183049573535879
3.3699999999999997	0.9167951361895921
3.38	0.9175967209148603
3.3899999999999997	0.9183991425581527
3.4	0.9190880955074421
3.4099999999999997	0.919775010172775
3.42	0.9184782094988028
3.4299999999999997	0.91631597739274
3.44	0.9151728320705755
3.4499999999999997	0.9163288288532895
3.46	0.9197744938110726
3.4699999999999998	0.9204573362836102
3.48	0.9210643798096888
3.4899999999999998	0.9216914086937926
3.5	0.9222962139162585
3.51	0.9228317856030702
3.52	0.9233441351448657
3.53	0.9261562792025796
3.54	0.9275420706309684
3.55	0.9279626009622235
3.56	0.9283649911569212
3.57	0.9287714447405561
3.58	0.9291237139830817
3.59	0.9308694030568584
3.5999999999999996	0.9329000651086802
3.61	0.9331673556819369
3.6199999999999997	0.9334261445993769
3.63	0.9336587855596774
3.6399999999999997	0.9338659111342491
3.65	0.9341402082045929
3.6599999999999997	0.9366005479510245
3.67	0.9374258931353531
3.6799999999999997	0.9375366770099716
3.69	0.9376262708399105
3.6999999999999997	0.9354713069630785
3.71	0.9347075590296726
3.7199999999999998	0.9347437734123282
3.73	0.9347604159626959
3.7399999999999998	0.9366723952712447
3.75	0.9378243132893701
3.76	0.93753124427188
3.77	0.9331899198026148
3.78	0.9315860606370615
3.79	0.9319484696575049
3.8	0.9339909363373843
3.81	0.934374233358706
3.82	0.9342494905069145
3.83	0.9341115352556836
3.84	0.9321860512763835
3.8499999999999996	0.930759999125023
3.86	0.9306256470805
3.8699999999999997	0.9304665726866401
3.88	0.9302970036708643
3.8899999999999997	0.9301193937404534
3.9	0.9316988034788144
3.9099999999999997	0.9327659166526167
3.92	0.9325472796147518
3.9299999999999997	0.9306285847080799
3.94	0.9289864211341893
3.9499999999999997	0.9287482642155354
3.96	0.9285080078271314
3.9699999999999998	0.9286024795336668
3.98	0.9303485944824885
3.9899999999999998	0.9297623973558725
4.0	0.9275471303582534
4.01	0.9254075089903359
4.02	0.9232603431117516
4.03	0.9210983544314961
4.04	0.9204226314128673
4.05	0.9204691671873494
4.06	0.9222099993212302
4.07	0.9229886231276743
4.08	0.9227949537110014
4.09	0.9210285652541718
4.1	0.9189807084832917
4.109999999999999	0.9169806416940088
4.12	0.9158718613261434
4.13	0.9157261162032143
4.14	0.9170228041308229
4.1499999999999995	0.9186408360543011
4.16	0.9185732133373626
4.17	0.917905316310878
4.18	0.9160117371744928
4.1899999999999995	0.9152085032218993
4.2	0.9151649820306913
4.21	0.9151365894035838
4.22	0.9151244525729889
4.2299999999999995	0.9151477308901051
4.24	0.9156529362842818
4.25	0.9174476597076012
4.26	0.9184294787951488
4.27	0.9184842124122966
4.28	0.917417430936873
4.29	0.9157587865466982
4.3	0.9155372491798203
4.31	0.9156382302140772
4.32	0.9173953916048349
4.33	0.9190463600786266
4.34	0.9191603150105357
4.35	0.9192849045843684
4.36	0.9194265943157379
4.37	0.9190441369085623
4.38	0.9175468753905273
4.39	0.9160674195723068
4.3999999999999995	0.9146067652700627
4.41	0.9139188742460251
4.42	0.9140931279884267
4.43	0.9142695956612908
4.4399999999999995	0.9144476255177254
4.45	0.9146266907135102
4.46	0.914806166413711
4.47	0.9141020727238567
4.4799999999999995	0.9127378789349779
4.49	0.9122564649567403
4.5	0.9124353730326288
4.51	0.9126120466404896
4.52	0.9127860051697159
4.53	0.9129568249434598
4.54	0.9131240932122762
4.55	0.9132873613941512
4.56	0.9134462753427927
4.57	0.9130394003169069
4.58	0.9117149132226241
4.59	0.9103992030091658
4.6	0.9091101510883198
4.61	0.908063368837787
4.62	0.9081927805774536
4.63	0.9083155820198923
4.64	0.9084320227136179
4.6499999999999995	0.9085414496405785
4.66	0.9086438358435335
4.67	0.9087388918951471
4.68	0.9078596526262266
4.6899999999999995	0.906582222405593
4.7	0.9060281419562758
4.71	0.906139313914183
4.72	0.9058330647445813
4.7299999999999995	0.904561943013326
4.74	0.9033756333180745
4.75	0.9033637065416432
4.76	0.9033406027489437
4.77	0.9043960512561257
4.78	0.9057015121211067
4.79	0.9063133689513168
4.8	0.9063068909809034
4.81	0.9059984294141046
4.82	0.9047002899511425
4.83	0.9033960777837425
4.84	0.902047116614493
4.85	0.9006840397702813
4.86	0.9000455498528215
4.87	0.8999756915332765
4.88	0.8999102137714193
4.89	0.8998893940254002
4.8999999999999995	0.8998620970429603
4.91	0.8997752234296041
4.92	0.8996668529100283
4.93	0.8995504482930113
4.9399999999999995	0.89942627047052
4.95	0.8992938723099879
4.96	0.8990868063733047
4.97	0.898865923683813
4.9799999999999995	0.8980867562642573
4.99	0.8967286473177821
5.0	0.895362461356105
5.01	0.8951778335361286
5.02	0.8949854101379376
5.03	0.8953596070404793
5.04	0.896328737033386
5.05	0.8972969540428116
5.06	0.8970656330191774
5.07	0.8967622547604371
5.08	0.8960268006620069
5.09	0.8946212699945759
5.1	0.8932075443677143
5.11	0.8926512686723286
5.12	0.8923028140964124
5.13	0.8919612975899386
5.14	0.8916828886554934
5.1499999999999995	0.8913981082669157
5.16	0.8917254918814161
5.17	0.892579395489996
5.18	0.8934350594660043
5.1899999999999995	0.8942087621230029
5.2	0.8949721757928935
5.21	0.8953603817982445
5.22	0.8939003989817544
5.2299999999999995	0.8924327990546007
5.24	0.8914244819787909
5.25	0.8910035753970389
5.26	0.8905763345000642
5.27	0.8901437924446962
5.28	0.8897056581237547
5.29	0.8892616773470315
5.3	0.8898380802447096
5.31	0.8905327545104191
5.32	0.8911290667159886
5.33	0.8906784765271336
5.34	0.8902230102333063
5.35	0.8897631254174674
5.36	0.8892996443611976
5.37	0.8888317706971663
5.38	0.887940685423927
5.39	0.8863289389218547
5.3999999999999995	0.8847085966319269
5.41	0.8836039536204782
5.42	0.8831097162287357
5.43	0.8826119911866666
5.4399999999999995	0.8821119349603461
5.45	0.8816096420163798
5.46	0.8811043473428154
5.47	0.8812173715594542
5.4799999999999995	0.8818442371880094
5.49	0.8824794098390063
5.5	0.8824929471489783
5.51	0.8819911455467878
5.52	0.8814873296307565
5.53	0.8803574557771636
5.54	0.8786207907181475
5.55	0.876875490106403
5.56	0.8751702897247219
5.57	0.873520403696487
5.58	0.8718649256089188
5.59	0.8705881928159224
5.6	0.8700548347261156
5.61	0.8695206878979417
5.62	0.8692090857567133
5.63	0.86979599503653
5.64	0.8703929237017033
5.6499999999999995	0.8709968596358468
5.66	0.8715071361391471
5.67	0.8720286097940941
5.68	0.872561519890356
5.6899999999999995	0.8713145218059386
5.7	0.8696718045416091
5.71	0.8680253859076914
5.72	0.8669676635930881
5.7299999999999995	0.8663559571047612
5.74	0.8657443136949847
5.75	0.8648082087238299
5.76	0.8630742955333779
5.77	0.8613356523137904
5.78	0.8595924326128687
5.79	0.8589429104044327
5.8	0.858327896176291
5.81	0.8577135689650913
5.82	0.85716055013361
5.83	0.8566491527102613
5.84	0.8561391656375303
5.85	0.8556115433401997
5.86	0.8550087483387454
5.87	0.8544069905379524
5.88	0.8538063069489192
5.89	0.8523642228899488
5.8999999999999995	0.8506534667300617
5.91	0.8489396753093084
5.92	0.8472274487328925
5.93	0.8455240038687577
5.9399999999999995	0.8438178694961451
5.95	0.8421091270215312
5.96	0.8413158670785343
5.97	0.8408138402521999
5.9799999999999995	0.8403136747533335
5.99	0.839795709299375
6.0	0.839200648726032
6.01	0.8386069337215125
6.02	0.8380145489069194
6.03	0.8374254628413521
6.04	0.8368390644537932
6.05	0.8362539523840835
6.06	0.8356700988397042
6.07	0.8340743614998449
6.08	0.8324120642771938
6.09	0.8307478042646186
6.1	0.8290851831510778
6.11	0.8274320087477539
6.12	0.8257769889519939
6.13	0.8241201370459544
6.14	0.8229452537399965
6.15	0.8222538252350698
6.16	0.8215624942697828
6.17	0.8208711857893801
6.18	0.8203368834276955
6.1899999999999995	0.8198648922825965
6.2	0.8193943092077337
6.21	0.8189250902707693
6.22	0.8192020058067624
6.2299999999999995	0.8195891052176072
6.24	0.8199852625270839
6.25	0.8203904494159947
6.26	0.8187711411351929
6.27	0.8171497590639512
6.28	0.8155262834094449
6.29	0.813901909629131
6.3	0.8122915983049794
6.31	0.8106791844834272
6.32	0.8090646418550163
6.33	0.8074397028034528
6.34	0.8057282482843954
6.35	0.8040127014509566
6.36	0.8022930103505772
6.37	0.8006926148565306
6.38	0.801028655258486
6.39	0.8013716572229007
6.4	0.8017215840250284
6.41	0.8020784005568447
6.42	0.8015401680181184
6.43	0.8009734991240947
6.4399999999999995	0.8004061064229995
6.45	0.7998379204725837
6.46	0.7983166766120073
6.47	0.7966097111947527
6.4799999999999995	0.7948980413384533
6.49	0.7931816116051572
6.5	0.791471787512922
6.51	0.7897633237858073
6.52	0.7880500330313074
6.53	0.786331860607303
6.54	0.7850268325011468
6.55	0.7843201418372947
6.56	0.7836107951130434
6.57	0.7828987104387491
6.58	0.7821845331281905
6.59	0.7814733760745783
6.6	0.780759316693255
6.61	0.7800422774100646
6.62	0.7793221814880424
6.63	0.7786039118163087
6.64	0.7778841545823708
6.65	0.7771611932880776
6.66	0.7764349557573165
6.67	0.7757071855876484
6.68	0.7749797248114343
6.6899999999999995	0.7742488412965941
6.7	0.7735144673351959
6.71	0.7727765361400063
6.72	0.7710857704376484
6.7299999999999995	0.7692328866448007
6.74	0.7673720561202015
6.75	0.765503223224692
6.76	0.7636320151827884
6.77	0.7617648598750297
6.78	0.7598896791825621
6.79	0.7580064237984819
6.8	0.7561150459326622
6.81	0.7549359209440626
6.82	0.7540172396788422
6.83	0.7530928202583524
6.84	0.7521625934524172
6.85	0.7512364747691214
6.86	0.7504379970224836
6.87	0.7496352864935798
6.88	0.7488282957081686
6.89	0.7480169780667043
6.9	0.7471573176529819
6.91	0.7462068240526859
6.92	0.7452502727071116
6.93	0.7442876059105326
6.9399999999999995	0.7433187669394953
6.95	0.7417386260392149
6.96	0.7396732486212159
6.97	0.7375970114156983
6.9799999999999995	0.7355098782107148
6.99	0.7334118149592134
7.0	0.7307628479096997
7.01	0.7278765993222184
7.02	0.7249854223668636
7.03	0.7220893746033549
7.04	0.7191885157820097
7.05	0.717010602175865
7.06	0.7150424204088346
7.07	0.7130662248102161
7.08	0.7110820120027965
7.09	0.7090897802345391
7.1	0.707811372451128
7.11	0.7067299352667148
7.12	0.7056420122969707
7.13	0.7045475700653504
7.14	0.7034465759070219
7.15	0.7029842187349024
7.16	0.702784200091612
7.17	0.7025839102597253
7.18	0.7023833683689017
7.1899999999999995	0.7021825947911668
7.2	0.7008403743215162
7.21	0.6986636148429373
7.22	0.6964766299068561
7.2299999999999995	0.6942794303967658
7.24	0.6920720292655146
7.25	0.6898633486228971
7.26	0.6876604647608587
7.27	0.6854476233543129
7.28	0.6832248449101461
7.29	0.6809921519638945
7.3	0.6787398517537585
7.31	0.6763472774764624
7.32	0.6739424184230257
7.33	0.6715253010815241
7.34	0.669095954629317
7.35	0.6666544109445943
7.36	0.6649551757471557
7.37	0.663555237955643
7.38	0.6621469732182235
7.39	0.6607303641123788
7.4	0.6593053939846253
7.41	0.6578759678527178
7.42	0.6564494214995693
7.43	0.655014647581506
7.4399999999999995	0.6535716332189919
7.45	0.652120366269232
7.46	0.6506608353238843
7.47	0.6490764901116902
7.4799999999999995	0.6474390690116868
7.49	0.6457913958971134
7.5	0.6441334545481401
7.51	0.6424652296881631
7.52	0.6406873544025935
7.53	0.6381703173289669
7.54	0.6356425392816365
7.55	0.633104088907539
7.56	0.6305550372986959
7.57	0.6279954579934733
7.58	0.6257868672906252
7.59	0.6240674215227474
7.6	0.6223381596599119
7.61	0.6205990796274111
7.62	0.6188501802984863
7.63	0.6170914614989177
7.64	0.6153359255500354
7.65	0.613578078891722
7.66	0.6118106536636229
7.67	0.6100336540377322
7.68	0.6082470851300908
7.6899999999999995	0.6064509530060141
7.7	0.6051477408829509
7.71	0.6039876281625899
7.72	0.6028208556256264
7.7299999999999995	0.6016474214408086
7.74	0.6004673239743888
7.75	0.5992805617828494
7.76	0.5986147530206983
7.77	0.5980733498157148
7.78	0.5975334883811426
7.79	0.5969953122698366
7.8	0.5964589684325906
7.81	0.5959246073091878
7.82	0.5943053708955696
7.83	0.5923093779710851
7.84	0.5902965181250993
7.85	0.5882667113022783
7.86	0.5862198773984345
7.87	0.5841559362717037
7.88	0.5756508245550164
7.89	0.5630754124514773
7.9	0.5507663298030456
7.91	0.5387196206596324
7.92	0.5269313221597642
7.93	0.5153974679229958
7.94	0.5076137653268127
7.95	0.5064112855267161
7.96	0.505210487258586
7.97	0.5040113766453342
7.9799999999999995	0.5028139597888267
7.99	0.501618242768878
8.0	0.5004242316423901
8.01	0.5013724155174385
8.02	0.5023594872467996
8.03	0.5033868207652613
8.04	0.5044558493438559
8.05	0.50556806887782
8.06	0.506725041397228
8.07	0.5040225718876057
8.08	0.4981332660684316
8.09	0.4922426612837419
8.1	0.48635193822167083
8.11	0.4804622867921526
8.12	0.47457490527409063
8.13	0.46869099944592946
8.14	0.4665930417237775
8.15	0.46452382754084437
8.16	0.4624451127789082
8.17	0.46035692189668753
8.18	0.45825928021394796
8.19	0.45615221392524985
8.2	0.45295945326843595
8.209999999999999	0.44760128642408137
8.22	0.44227796220951865
8.23	0.436989904810004
8.24	0.4317375250931653
8.25	0.426521220541178
8.26	0.4213413751944664
8.27	0.4185263081024055
8.28	0.41762428717903294
8.29	0.4167223502240115
8.3	0.4158205433928184
8.31	0.4149189133158562
8.32	0.41401750710910795
8.33	0.4131163723856736
8.34	0.4105800803612267
8.35	0.4072182098755936
8.36	0.4038322912796416
8.37	0.40042235876777293
8.38	0.3969884530134448
8.39	0.39353062144665873
8.4	0.39004891854114365
8.41	0.3864634023116639
8.42	0.3828333420502804
8.43	0.37920448295399545
8.44	0.37557721312655434
8.45	0.37195192246452313
8.459999999999999	0.36832900252643536
8.47	0.3647088463996019
8.48	0.3588833771953667
8.49	0.35121653568769534
8.5	0.34360296948641467
8.51	0.33604551974544805
8.52	0.3285469855587281
8.53	0.3211101202323092
8.54	0.3137376276526159
8.55	0.30666326673937844
8.56	0.3002842349149551
8.57	0.2941025048035223
8.58	0.28811064558893335
8.59	0.28230157626740854
8.6	0.2766685455820103
8.61	0.271205113318094
8.62	0.26590513285310896
8.63	0.2639452099870305
8.64	0.26223052784583456
8.65	0.2605161691217629
8.66	0.25880219380574737
8.67	0.2570886620831831
8.68	0.2553756343323168
8.69	0.25366317112231407
8.7	0.2523327184920232
8.71	0.25151218344218174
8.72	0.2506976422538674
8.73	0.2498892948711748
8.74	0.24908734806082072
8.75	0.24829201575730958
8.76	0.2475035194285342
8.77	0.24672208846425311
8.78	0.24308600089870533
8.79	0.2387826093378541
8.8	0.2344838500565016
8.81	0.23019077413010822
8.82	0.22590445193149206
8.83	0.2216259729276283
8.84	0.21735644545025234
8.85	0.21304127494101732
8.86	0.20742464612452519
8.87	0.201868397176239
8.88	0.19637458069351374
8.89	0.1909452122099707
8.9	0.18558226773121697
8.91	0.180287681330444
8.92	0.17506334281047156
8.93	0.16992618822533456
8.94	0.1650271132937808
8.95	0.16032169011590722
8.96	0.1558016549919141
8.97	0.15145917148466886
8.98	0.1472868038147888
8.99	0.14327749220534386
9.0	0.13942453001189034
9.01	0.13582052019287272
9.02	0.13320589536231925
9.03	0.13065019861680907
9.04	0.12815230761729116
9.05	0.12571111975130747
9.06	0.12332555186813467
9.07	0.12099454001287244
9.08	0.11871703915989021
9.09	0.11649202294568878
9.1	0.11512278039746007
9.11	0.11383630667914414
9.12	0.11255082127069499
9.13	0.11126634663961982
9.14	0.10998290505938633
9.15	0.1087005186091431
9.16	0.10741920917349063
9.17	0.10613899844226657
9.18	0.10429698112649428
9.19	0.10202985444414914
9.2	0.0997620040999225
9.21	0.09749361646677474
9.22	0.09522488706282074
9.23	0.09295602138599032
9.24	0.09068723583932072
9.25	0.08841875875826836
9.26	0.08599973271938299
9.27	0.08164734236315935
9.28	0.07743458693790907
9.29	0.07336391543770994
9.3	0.06943763202157645
9.31	0.06565789188658461
9.32	0.06202669752784483
9.33	0.058545895398850814
9.34	0.0552171729844243
9.35	0.05218226563091429
9.36	0.04953140702993862
9.37	0.04707874248761926
9.38	0.04481592419893113
9.39	0.0427349307362403
9.4	0.04082805571002854
9.41	0.03908789666489519
9.42	0.03750734422489138
9.43	0.03607957149972901
9.44	0.035172391098910745
9.45	0.034609311216790825
9.46	0.034123871458713345
9.47	0.03371102302398531
9.48	0.033366100543467274
9.49	0.03308478710565012
9.5	0.03286308302857193
9.51	0.03269727791798778
9.52	0.03258392561573566
9.53	0.032278959843914996
9.54	0.03186025998632898
9.55	0.03147188847477049
9.56	0.031113509856591857
9.57	0.030784786811787045
9.58	0.030485380333547748
9.59	0.030214949905476365
9.6	0.029973153675329482
9.61	0.02975964862526218
9.62	0.029475308157512665
9.63	0.02911511860517499
9.64	0.02879983639783734
9.65	0.02852973413034515
9.66	0.02830507639661189
9.67	0.028126119670686008
9.68	0.027993112191097323
9.69	0.02790629384857825
9.7	0.02786589607725657
9.71	0.027893126360513658
9.72	0.028116391186354436
9.73	0.02840153860763729
9.74	0.028747841020145617
9.75	0.029154555215103573
9.76	0.029620923251642554
9.77	0.030146173325504174
9.78	0.03072952063270371
9.79	0.03137016822699311
9.8	0.03206730786994572
9.81	0.032866741792514705
9.82	0.03376970228957435
9.83	0.03475028530870837
9.84	0.03580781743686204
9.85	0.03694159480829474
9.86	0.03815088407581774
9.87	0.039434923403632915
9.88	0.040792923479582514
9.89	0.042224068544958755
9.9	0.04372751743959008
9.91	0.04544978757033019
9.92	0.047241266027970893
9.93	0.04908242907849292
9.94	0.05097107730319431
9.95	0.05290507374972881
9.96	0.054882343253184925
9.97	0.056900871692042256
9.98	0.05895870518557888
9.99	0.06105394923909447
10.0	0.06318476784252786
10.01	0.06527606365214267
10.02	0.0674073281654103
10.03	0.06957716612079111
10.04	0.07178420596527908
10.05	0.07402710024451993
10.06	0.07630452594107168
10.07	0.07861518476602779
10.08	0.08095780340567868
10.09	0.08333113372535247
10.1	0.08573395293213655
10.11	0.08836232469033567
10.12	0.09103611979693998
10.13	0.09373173937058718
10.14	0.09644773528568513
10.15	0.09918271344695029
10.16	0.1019353325256045
10.17	0.10470430269373109
10.18	0.1074883843599292
10.19	0.11028638690893196
10.2	0.11309716744772477
10.21	0.11610410131197732
10.22	0.11925688040600949
10.23	0.12242779207470661
