lamb/microns	Al2O3	Iron0.1%	Iron0.2%	Iron0.5%	Iron1%	Iron2%	Iron5%	Blackbody
27.570000000000004	58.79033292222906	58.850594660207115	58.90423165769799	59.0402212081852	59.21756013088651	59.49476584232407	60.37719487120048	87.97401340195032
27.580000000000002	58.193953540002234	58.253966698927826	58.30745039806763	58.44336000812786	58.621396171512075	58.9017448074099	59.800054707457306	87.97667922758954
27.590000000000003	57.566826701014016	57.62660449439911	57.67995301972113	57.815856681343625	57.99475639355139	58.278671689842845	59.19447215317027	87.97934313764003
27.6	56.905929798560216	56.965489133679	57.018724795353506	57.15471103629056	57.33466921358391	57.62264164368571	58.55778037852129	87.98200513416151
27.610000000000003	56.20776323860259	56.26712572632633	56.32027610915512	56.45645158030749	56.637698440943765	56.930300179771926	57.88691419708243	87.98466521921083
27.62	55.46824009381945	55.52743340402455	55.580532820581794	55.717027051209364	55.89983692390558	56.197741410446575	57.178323540393166	87.98732339484181
27.630000000000003	54.682540383010995	54.74160009679174	54.794691561923045	54.93166337841149	55.11636650488472	55.420374475298665	56.42786110460914	87.98997966310542
27.64	53.84491480118641	53.903886995495604	53.95702496628835	54.094671341008066	54.28167002489876	54.59274487569575	55.63063394492681	87.99263402604963
27.650000000000002	52.94841420140787	53.007359145867575	53.060613419227096	53.19918197532537	53.38897322737595	53.70829022194274	54.78080354606498	87.99528648571955
27.660000000000004	51.98450641196914	52.04350401499886	52.09696543849491	52.236772650886586	52.42998088595314	52.75899760832793	53.871310206073694	87.99793704415735
27.67	50.94251527179894	51.00167339818244	51.05546254486648	51.196921200655815	51.39434715319898	51.73490793141057	52.893482567763655	88.00058570340221
27.680000000000003	49.80876531663456	49.86823307456583	49.92251402528892	50.06617654637918	50.268873742931774	50.62337118068494	51.836465920352516	88.00323246549051
27.69	48.56520867121047	48.62519889999528	48.6802024390648	48.82683325296727	49.03623448299761	49.40787329656015	50.686350479117216	88.00587733245568
27.700000000000003	47.18706615602384	47.247896537948705	47.303962309908684	47.45466831137032	47.67281099393898	48.06607100810131	49.42477203274432	88.00852030632824
27.71	45.63837745342411	45.70055431234513	45.75821619514808	45.91470847397503	46.14468043359614	46.56621412914365	48.026508575349055	88.01116138913584
27.720000000000002	43.86235484981926	43.92677490609784	43.98696497764877	44.152176717391576	44.39914866702869	44.859800173978705	46.45494922766521	88.01380058290322
27.73	41.75495778123804	41.82356007598136	41.888260544927185	42.068286510122746	42.34265331325936	42.86329859865492	44.65228400149678	88.0164378896523
27.740000000000002	39.24915762111878	39.32629303705458	39.39984942653259	39.60757233329958	39.930060057756776	40.5489397831255	42.62367205180782	88.01907331140197
27.750000000000004	36.86345476798826	36.94906029730965	37.03139049843399	37.26648789551248	37.63639248504961	38.3517433074758	40.70553471046143	88.02170685016836
27.76	34.6100293411278	34.704020586105344	34.79501910282542	35.05709033555923	35.47355960418461	36.28328349493734	38.90829545690319	88.02433850796479
27.770000000000003	32.50358459830393	32.605846911274604	32.70537558125345	32.99391226967819	33.45589299983645	34.3574436551141	37.24432003378841	88.02696828680158
27.78	30.562269144384246	30.6726436151301	30.780517029019887	31.09485705677342	31.60101339776254	32.59122304559881	35.72854214544041	88.02959618868626
27.790000000000003	28.809136625608236	28.927396588275826	29.04335780158798	29.382609317922334	29.931189497750342	31.005989767606874	34.37940320557276	88.03222221562353
27.8	27.27462130228606	27.400429752865083	27.524106552888014	27.887012358872386	28.47561380365993	29.62955174681271	33.22033976940705	88.0348463696152
27.810000000000002	26.00115559320905	26.133979039423856	26.264796089781836	26.649463946682665	27.274573123463654	28.49988268817012	32.28230562292823	88.03746865266024
27.820000000000004	25.053086667213183	25.191988962960313	25.32895926440259	25.732229663973385	26.38816450098196	27.672695427721994	31.608473521122242	88.04008906675477
27.830000000000002	24.543650383558703	24.686629448900568	24.827690893061888	25.243162610964944	25.918872832508484	27.240136810888906	31.26432039468154	88.0427076138922
27.840000000000003	24.549735557423517	24.6923315152788	24.833011961917475	25.247354124381655	25.92122313834729	27.23891592344349	31.252437297420744	88.0453242960629
27.85	24.555877888221833	24.698091832292526	24.838392345762365	25.251608001886844	25.923640529193705	27.237770796726284	31.240655848651436	88.04793911525461
27.860000000000003	24.562077378785414	24.703910397713056	24.843832037378025	25.25592422205366	25.92612496148126	27.236701345821892	31.228975838049816	88.05055207345208
27.87	24.568334032668556	24.709787210027304	24.849331030355664	25.260302764287662	25.928676392608853	27.235707486954247	31.217397056968004	88.05316317263743
27.880000000000003	24.574647854146786	24.715722268494858	24.854889319014045	25.264743608851646	25.931294780917874	27.234789137481908	31.205919298452056	88.05577241478984
