lamb/microns	Al2O3	Carbon0.1%	Carbon0.2%	Carbon0.5%	Carbon1%	Carbon2%	Carbon5%	Blackbody
15.66	68.1920425373983	68.18462360758785	68.178333446374	68.16689506864482	68.16933790887529	68.22236381385734	68.54935292392894	82.42564403484171
15.67	68.74272356825725	68.73103123729548	68.72052419321435	68.69677186516223	68.67974273805072	68.69721817934256	68.93843437904965	82.43376754155712
15.68	69.33226245187161	69.31610783396809	69.30119675345438	69.26457972916432	69.22719421165925	69.20745483992425	69.35855873150906	82.44188092761091
15.69	69.922730835076	69.90228362438805	69.8831341346313	69.83412590064411	69.77710082961393	69.72134518373423	69.78456923992096	82.44998421178214
15.7	70.47997291404582	70.45569220798063	70.43275514104877	70.37265991585481	70.2980191275639	70.20980944019303	70.19295632046439	82.45807741280395
15.71	71.00660763050963	70.97889350537773	70.95256214810792	70.88252000259087	70.79203970966756	70.67452500093788	70.58460816196225	82.46616054936328
15.72	71.50494641633016	71.47414924479209	71.44476835439106	71.36578054545777	71.261026419992	71.11700100168493	70.96034184070645	82.47423364010145
15.73	71.97704128155046	71.94346926830704	71.9113423764354	71.82429193981865	71.7066494527796	71.53860133788302	71.32091154057443	82.48229670361395
15.74	72.42472368825419	72.3886490246241	72.35404441219224	72.25971305908749	72.13041252299618	71.94056380456327	71.66701560771935	82.49034975845069
15.75	72.84963627275923	72.81130020806441	72.77445583560736	72.6735379350988	72.53367534217979	72.32401612219648	71.99930262984019	82.4983928231163
15.76	73.25325895447273	73.21287600877527	73.1740036175489	73.06711785772515	72.917672348062	72.68998944019054	72.31837669494399	82.50642591606993
15.77	73.63693059382149	73.59469208333935	73.55398063159909	73.441679814222	73.28352841865369	73.03942978195732	72.6248019567353	82.51444905572572
15.78	74.00186708810155	73.95794409550115	73.91556265707875	73.79834197854541	73.63227213951437	73.37320779859428	72.91910661161415	82.52246226045278
15.790000000000001	74.34917659232136	74.30372248494776	74.25982270937995	74.1381268042429	73.96484707105765	73.69212712398154	73.20178637447705	82.53046554857528
15.8	74.67987240146266	74.63302497861896	74.58774319105764	74.46197215646222	74.28212137006516	73.99693156666054	73.47330752613219	82.5384589383727
15.81	74.99488391682904	74.94676725050559	74.9002262536045	74.77074082870364	74.58489604840054	74.28831132904412	73.73410959344041	82.54644244807999
15.82	75.29506603236085	75.24579205296516	75.1981026805918	75.06522872078519	74.87391209674308	74.56690840925134	73.98460771371761	82.55441609588746
15.83	75.58120720993512	75.53087707860269	75.4821395416295	75.34617190081742	75.14985665802894	74.83332131291287	74.22519472704835	82.5623798999412
15.84	75.83262864026607	75.78139928367226	75.73176924564123	75.59316700727962	75.3925936633853	75.06793255034744	74.4377344922376	82.57033387834315
15.85	76.04115998026437	75.98920568236201	75.93885610024793	75.79812973818821	75.59412304424367	75.26290809741445	74.61488883470474	82.57827804915105
15.86	76.20773663171626	76.1552221839319	76.1043166281771	75.96194909215482	75.7552899367658	75.41901207247457	74.75722353727343	82.58621243037884
15.870000000000001	76.333177766281	76.28025988920619	76.2289539473024	76.0854047659475	75.87683667271959	75.53691764168511	74.86524147707378	82.59413703999653
15.88	76.41819028735824	76.36501894556682	76.31346152102932	76.16917060429087	75.95940576986166	75.61720922876839	74.93938333631498	82.60205189593054
15.89	76.4633718664343	76.41009149679975	76.35842602346213	76.21381722163673	76.00354218151016	75.66038413191045	74.98002800801923	82.60995701606379
15.9	76.46921310823964	76.4159637801033	76.36432936970395	76.21981384076268	76.0096948421735	75.66685357231415	74.98749270307644	82.61785241823569
15.91	76.43609888076494	76.38301740481536	76.33154994440686	76.18752937728867	75.97821753249177	75.63694318877268	74.96203276063771	82.62573812024249
15.92	76.3643088292788	76.31152983098497	76.26036304571603	76.11723278452097	75.90936907399269	75.57089298298423	74.90384115962193	82.63361413983718
15.93	76.25401707733401	76.20167405018398	76.15094054643964	76.00909265890908	75.80331285181683	75.46885671089066	74.81304772485605	82.64148049472983
15.94	76.12722632262658	76.07538572433803	76.02515152400561	75.88478128237017	75.68140219303145	75.35157440440953	74.70868253257002	82.64933720258759
15.95	75.99295820505833	75.94166093999	75.89196667906329	75.75319430698536	75.5524110398778	75.2275854830377	74.59862576448852	82.65718428103487
15.96	75.85074324429578	75.8000341936471	75.7509244526317	75.61388181003075	75.41590823632416	75.0964942361489	74.48257346697022	82.66502174765337
15.97	75.70007117814843	75.64999969132568	75.60152348145019	75.46635549216667	75.27142653010915	74.95787307874448	74.36020010899524	82.67284961998239
15.98	75.54038616843853	75.49100662867032	75.44321795135583	75.31008424469262	75.11845847762075	74.81125906695767	74.2311564911857	82.68066791551887
15.99	75.37108129874242	75.3224537764174	75.27541226925455	75.1444890738266	74.95645176566067	74.65614993592222	74.09506740109158	82.68847665171742
16.0	75.19149223546046	75.14368324557597	75.09745493091687	74.96893726747032	74.78480384819531	74.4919995797708	73.95152897719531	82.69627584599056
16.01	75.0008898954983	74.953973279268	74.90863143512354	74.78273566528978	74.60285577469998	74.31821287726562	73.80010573737262	82.70406551570885
16.020000000000003	74.79847192834997	74.75252988364143	74.70815606109751	74.58512286203873	74.40988505984802	74.1341397464021	73.64032721941986	82.71184567820097
16.03	74.58335277534354	74.53847706650153	74.49516228362086	74.37526013501275	74.20509741051416	73.93906828618428	73.47168417136713	82.71961635075387
16.040000000000003	74.35455201124229	74.3108453964001	74.26869154594819	74.1522208368397	73.98761708326502	73.73221683220515	73.29362421720575	82.72737755061274
16.05	74.11098059918187	74.06855852292604	74.027680040785	73.91497793108	73.75647559087865	73.51272471275777	73.1055469087915	82.73512929498155
16.060000000000002	73.85142459341291	73.81041720540694	73.77094305896105	73.66238926566052	73.51059840612594	73.27964144137316	72.90679805630174	82.74287160102266
16.07	73.57452569760446	73.53508027456883	73.49715634669327	73.39318007152475	73.24878921976872	73.03191401641402	72.69666320675493	82.7506044858573
16.080000000000002	73.27875791837855	73.24104178918546	73.20483375521626	73.10592203196173	72.96971119010887	72.76837191383177	72.4743601114655	82.75832796656557
16.090000000000003	72.96584418670933	72.9300242976203	72.8956973272442	72.80233498045624	72.67507825136883	72.49070928275042	72.24147236454824	82.76604206018655
16.1	72.66675136350574	72.63278490064334	72.60029605955333	72.5123537908142	72.39383390979192	72.22599115801277	72.02013139659665	82.77374678371845
16.110000000000003	72.38308302937781	72.35091556219074	72.32021038293102	72.2375248121315	72.12746936439225	71.97560392582528	71.81144830103268	82.78144215411874
16.12	72.11656895673818	72.08613293785591	72.05714393670789	71.97951325478363	71.87758775598363	71.7410331860242	71.61660280031971	82.78912818830416
16.130000000000003	71.869079599577	71.84029263004895	71.81293759281158	71.74011654193457	71.6459164637642	71.52387416268135	71.4368494652947	82.79680490315107
16.14	71.64264284180207	71.61540565518092	71.58958564618403	71.52127969558201	71.43432123298373	71.32584359330077	71.27352469404687	82.80447231549535
16.150000000000002	71.43946345383411	71.41365756123689	71.38925459886367	71.32511315278374	71.2448224813483	71.14879336392958	71.12805456806728	82.81213044213268
16.16	71.2619458186091	71.23743074223603	71.21430506993335	71.15391350343661	71.0796142139029	70.99472621755613	71.00196372603665	82.81977929981855
16.17	71.11272063319262	71.08933063663804	71.06731749973301	71.01018776484457	70.94108608174224	70.86581393957164	70.89688542352249	82.82741890526835
16.180000000000003	70.99467648295594	70.97221668136345	70.95112249539623	70.89668197019141	70.83184925707889	70.76441852212025	70.81457298146479	82.83504927515764
16.19	70.90746899695058	70.88573527128932	70.86535740677076	70.81300743884587	70.7514752118645	70.69004411147948	70.75441123212183	82.84267042612215
16.200000000000003	70.82090561087972	70.79989790099523	70.78023616649844	70.72997545144436	70.67173935899709	70.61629258873161	70.69479840201122	82.85028237475792
16.21	70.73498646655624	70.7147044820979	70.69575846072807	70.64758504604961	70.59263974982376	70.54316036947985	70.63572825922395	82.85788513762148
16.220000000000002	70.6497114706136	70.63015469390123	70.61192374632449	70.56583504140066	70.51417423534583	70.47064371236195	70.57719454132548	82.86547873122984
16.23	70.56508030293895	70.54624799196657	70.52873125956769	70.48472404594936	70.43634047565098	70.39873872868043	70.51919096241627	82.87306317206074
16.240000000000002	70.481092424978	70.46298361654854	70.44618002471141	70.40425046673512	70.35913594914652	70.32744139176422	70.46171121984307	82.88063847655268
16.250000000000004	70.39774708790674	70.38036060089141	70.36426886239495	70.32441251809263	70.28255796159003	70.25674754606032	70.40474900057056	82.88820466110505
16.26	70.31504334066392	70.29837777937958	70.2829963979034	70.2452082301871	70.2066036549123	70.18665291595416	70.34829798722295	82.89576174207832
16.270000000000003	70.23298003784049	70.21703379553907	70.20236106927177	70.16663545737369	70.13127001583005	70.11715311431918	70.29235186380534	82.903309735794
16.28	70.1515558474215	70.13632710988499	70.12236113522881	70.08869188637655	70.05655388424597	70.04824365079561	70.23690432111513	82.91084865853496
16.290000000000003	70.07076925837713	70.05625600761181	70.04299468297755	70.01137504428539	69.98245196143299	69.97991993979932	70.18194906185273	82.91837852654535
16.3	69.9906185880998	69.9768186061238	69.9642596358094	69.93468230636616	69.90896081800254	69.9121773082626	70.12747980544214	82.92589935603078
16.310000000000002	69.91110198968495	69.89801286240278	69.88615376054963	69.85861090368483	69.83607690165496	69.84501100310855	70.07349029257105	82.93341116315855
16.32	69.83221745905303	69.81983658021113	69.80867467483165	69.78315793054135	69.76379654471161	69.7784161984615	70.01997428946002	82.94091396405754
