lamb/microns	Al2O3	Blackbody
1.23	9.184180661980403	6.652190289206259
1.24	9.336741376955288	6.819517545789874
1.25	9.488468899685282	6.988206338478343
1.26	9.640821038352465	7.158218473433089
1.27	9.79208791061661	7.329515995705474
1.28	9.941173133714313	7.5020612122477495
1.29	10.092423272390658	7.675816713456833
1.3	10.237494457337894	7.850745393302878
1.31	10.38072525783938	8.026810468094025
1.32	10.523797552504837	8.203975493928118
1.33	10.666776082208917	8.382204382881541
1.34	10.810893944914294	8.561461417984455
1.35	10.956773455267438	8.741711267030876
1.36	11.100980060466538	8.922918995271214
1.37	11.242214314718279	9.105050077033676
1.3800000000000001	11.383254651854372	9.288070406320236
1.3900000000000001	11.52527482474305	9.471946306421433
1.4000000000000001	11.667568833317542	9.656644538593516
1.4100000000000001	11.809011381073766	9.842132309840068
1.42	11.950343718157876	10.02837727983925
1.43	12.091094568745168	10.215347567056565
1.44	12.232410487178143	10.403011754081948
1.45	12.374713838893248	10.591338892228773
1.46	12.517207627289183	10.78029850543115
1.47	12.6584552616632	10.969860593474916
1.48	12.800065897716678	11.159995634596267
1.49	12.94383321144901	11.350674587481134
1.5	13.092685814952112	11.541868892697009
1.51	13.24321323616421	11.73355047358799
1.52	13.396521799145583	11.92569173666263
1.53	13.548799862166243	12.118265571503075
1.54	13.700340361246488	12.311245350222917
1.55	13.844889354909766	12.504604926500207
1.56	13.995299831241518	12.698318634210901
1.57	14.147669699120916	12.892361285687159
1.58	14.299982431320506	13.086708169623886
1.59	14.450859403354533	13.281335048655851
1.6	14.596980660703126	13.476218156626958
1.61	14.745072892079357	13.671334195572248
1.62	14.891593222564236	13.866660332432245
1.6300000000000001	15.041024608018134	14.062174195518628
1.6400000000000001	15.195696100215546	14.257853870749116
1.6500000000000001	15.362450693751024	14.453677897668866
1.6600000000000001	15.52877342105364	14.649625265274777
1.6700000000000002	15.701408493623552	14.845675407658375
1.68	15.880426179736393	15.041808199482256
1.69	16.06469228308155	15.238003951304261
1.7	16.248277601277316	15.434243404763048
1.71	16.430989797782075	15.630507727637854
1.72	16.61053999790753	15.826778508794787
1.73	16.780812964266126	16.023037753031264
1.74	16.944886632103866	16.21926787582973
1.75	17.09566549418026	16.415451698031045
1.76	17.23779891690439	16.611572440437616
1.77	17.370370092240506	16.80761371835563
1.78	17.500057643160165	17.00355953608538
1.79	17.6153228616317	17.199394281368036
1.8	17.73077303094819	17.39510271979695
1.81	17.84313001156712	17.59066998920096
1.82	17.967288109734053	17.786081594006898
1.83	18.109785012346748	17.9813233995878
1.84	18.26589242529482	18.176381626603398
1.85	18.436393519952038	18.371242845338642
1.86	18.615173268762522	18.565893970045867
1.87	18.79568496429068	18.7603222532959
1.8800000000000001	18.976318080986903	18.954515280342928
1.8900000000000001	19.17159793072365	19.148460963507794
1.9000000000000001	19.3728866181179	19.34214753658396
1.9100000000000001	19.578408277928652	19.53556354927018
1.9200000000000002	19.77732113713984	19.728697861633602
1.93	19.959774029321583	19.9215396386068
1.94	20.1298169142338	20.11407834452191
1.95	20.29064065435421	20.306303737684942
1.96	20.439771456326746	20.49820586499296
1.97	20.582665159951187	20.68977505659678
1.98	20.709383887578007	20.8810019206114
1.99	20.820308890816342	21.071877337876472
2.0	20.914192005891312	21.26239245676874
2.01	21.002800580035455	21.45253868806813
2.02	21.07867515825851	21.642307699879375
2.03	21.152994019173168	21.83169141261041
2.04	21.221530495842586	22.02068199400907
2.05	21.28883873296655	22.209271854259068
2.0599999999999996	21.34625641648192	22.397453641136583
2.07	21.406207741289116	22.58522023522812
2.0799999999999996	21.472657917856175	22.77256474521073
2.09	21.557122918198594	22.959480503194982
2.0999999999999996	21.650232520128398	23.14596106013156
2.11	21.740561062393976	23.332000181281895
2.1199999999999997	21.83899490353257	23.517591841753116
2.13	21.956703933429026	23.702730222097834
2.1399999999999997	22.07141094991111	23.887409703978854
2.15	22.193772888833013	24.071624865898965
2.1599999999999997	22.335578039714676	24.255370478995996
2.17	22.496276973993623	24.43864150290307
2.1799999999999997	22.6630093260373	24.621433081673935
2.19	22.832154071664252	24.80374053977343
2.1999999999999997	22.994495536837672	24.985559378132784
2.21	23.158094940969413	25.166885270269542
2.2199999999999998	23.331492296644605	25.347714058471865
2.23	23.478395608223043	25.528041750046892
2.2399999999999998	23.631963975584046	25.707864513632728
2.25	23.777239843447877	25.887178675573868
2.26	23.912282060676333	26.065980716359267
2.27	24.020402246746666	26.244267267122893
2.28	24.11463911786646	26.42203510620617
2.29	24.18235968595168	26.599281155781643
2.3	24.24744266382557	26.77600247853756
2.31	24.298746736877497	26.952196274422516
2.32	24.325506177784966	27.12785987744975
2.3299999999999996	24.351726762463016	27.30299075256036
2.34	24.383383944948715	27.47758649254491
2.3499999999999996	24.39533926970259	27.651644815022593
2.36	24.41768925728929	27.82516355947738
2.3699999999999997	24.42614953193793	27.99814068435059
2.38	24.43457668525972	28.17057426418888
2.3899999999999997	24.444342234819224	28.34246248684716
2.4	24.440729079439816	28.51380365074582
2.4099999999999997	24.45607719031616	28.684596162181162
2.42	24.45930699404837	28.854838532688646
2.4299999999999997	24.46775839687099	29.024529376458204
2.44	24.46532527318108	29.193667407800596
2.4499999999999997	24.46483706071721	29.362251438664345
2.46	24.45236164262688	29.530280376202438
2.4699999999999998	24.478794712472993	29.697753220387895
2.48	24.51083212851463	29.864669061677766
2.4899999999999998	24.53484929796613	30.031027078724406
2.5	24.595751789509507	30.196826536133678
2.51	24.64490796380095	30.362066782269046
2.52	24.717602176391082	30.526747247100968
2.53	24.797733596855426	30.690867440100806
2.54	24.89073042281978	30.854426948178567
2.55	25.004515904771228	31.017425433663558
2.56	25.122723048912707	31.179862632327563
2.57	25.240421625564576	31.341738351449457
2.5799999999999996	25.364388683309254	31.503052467920803
2.59	25.50620420877878	31.663804926391578
2.5999999999999996	25.634545441006615	31.82399573745539
2.61	25.763037389857306	31.983624975873518
2.6199999999999997	25.890781878956204	32.14269277883692
2.63	26.01482224330743	32.30119934426569
2.6399999999999997	26.12756655204648	32.45914492914534
2.65	26.240767233159826	32.61652984789889
2.6599999999999997	26.336806014620553	32.7733544707946
2.67	26.399498163379313	32.92961922238828
2.6799999999999997	26.456143059085687	33.08532457999973
2.69	26.527360539355872	33.24047107222256
2.6999999999999997	26.594917553276545	33.39505927746697
2.71	26.655294706632066	33.5490898225345
2.7199999999999998	26.70747643328118	33.7025633812246
2.73	26.753229298914146	33.855480672972
2.7399999999999998	26.78975122368006	34.00784246151443
2.75	26.809980280422952	34.1596495535903
2.76	26.831211775775177	34.31090279766539
2.77	26.877949463016797	34.46160308268829
2.78	26.91549826064791	34.61175133687386
2.79	26.924545615427895	34.76134852651413
2.8	26.909310567814913	34.910395654816355
2.81	26.891831022993912	35.05889376076728
2.82	26.890811316318008	35.206843918023445
2.8299999999999996	26.87933354981582	35.35424723382682
2.84	26.861881271002154	35.50110484794525
2.8499999999999996	26.857884077913152	35.6474179316374
2.86	26.864705860388266	35.79318768664142
2.8699999999999997	26.851107084531833	35.938415344187014
2.88	26.840161861347585	36.08310216403052
2.8899999999999997	26.831687510921437	36.22724943351227
2.9	26.844805030154472	36.370858466635994
2.9099999999999997	26.881725513903465	36.51393060316974
2.92	26.90336373927488	36.65646720776785
2.9299999999999997	26.933897935820156	36.798469669113466
2.94	26.962755231652995	36.93993939908144
2.9499999999999997	26.994282063404416	37.0808778319208
2.96	27.043375833514393	37.221286423456725
2.9699999999999998	27.087177866018116	37.36116665031139
2.98	27.12926243166622	37.500520009143344
2.9899999999999998	27.152716276783913	37.63934801590522
3.0	27.17980085227134	37.7776522051189
3.01	27.2077289326953	37.91543412916838
3.02	27.234015324606514	38.05269535760955
3.03	27.25166085511255	38.189437476496536
3.04	27.28799828387685	38.32566208772449
3.05	27.336237126775327	38.46137080838823
3.06	27.376100922834507	38.59656527015659
3.07	27.415158944515372	38.73124711866195
3.08	27.461786817468845	38.86541801290474
3.09	27.547645570637915	38.999079624672554
3.0999999999999996	27.64664261624287	39.13223363797365
3.11	27.723812977335044	39.264881748484235
3.1199999999999997	27.794707638175858	39.39702566300974
3.13	27.87608699697734	39.52866709895916
3.1399999999999997	27.958195510163755	39.65980778383277
3.15	28.043155647160866	39.790449454722385
3.1599999999999997	28.145452391730547	39.92059385782438
3.17	28.263216735253014	40.05024274796483
3.1799999999999997	28.36805942114756	40.17939788813669
3.19	28.45790252908972	40.308061049048575
3.1999999999999997	28.53283259376364	40.43623400868519
3.21	28.612262311338302	40.563918551878764
3.2199999999999998	28.712904658724593	40.691116469891625
3.23	28.805242777387303	40.817829560009315
3.2399999999999998	28.894235844202125	40.94405962514425
3.25	28.96524197497928	41.06980847344973
3.26	29.006961185405956	41.19507791794368
3.27	29.064939111743755	41.319869776142504
3.28	29.134445742261008	41.444185869704306
3.29	29.19999718054211	41.56802802408145
3.3	29.247511095536037	41.69139806818233
3.31	29.272831823642992	41.81429783404216
3.32	29.292175770287468	41.93672915650232
3.33	29.34230604716863	42.05869387289827
3.34	29.38869392083275	42.180193822756024
3.3499999999999996	29.432265525066793	42.301230847496456
3.36	29.47347260285199	42.4218067901478
3.3699999999999997	29.489188645079366	42.54192349506583
3.38	29.51463548340402	42.66158280766177
3.3899999999999997	29.558798996604924	42.78078657413751
3.4	29.6307232760402	42.899536641228096
3.4099999999999997	29.71066734839601	43.017834855951484
3.42	29.76091160970444	43.135683065365036
3.4299999999999997	29.794324620930954	43.25308311632887
3.44	29.828736780037165	43.370036855275906
3.4499999999999997	29.864051369638656	43.486546127988234
3.46	29.89959598289121	43.602612779379974
3.4699999999999998	29.935904404167488	43.718238653286136
3.48	29.95758310758251	43.83342559225771
3.4899999999999998	29.939775462505374	43.94817543736247
3.5	29.900878911886128	44.06249002799163
3.51	29.865934186664777	44.17637120167208
3.52	29.853354609527937	44.28982079388422
3.53	29.841798719136214	44.40284063788498
3.54	29.831155617869094	44.51543256453625
3.55	29.80979202568907	44.627598402138304
3.56	29.77458999585707	44.73933997626833
3.57	29.740159357720323	44.85065910962376
3.58	29.706425716633923	44.96155762187035
3.59	29.693540108447174	45.072037329495004
3.5999999999999996	29.69001485421814	45.1821000456631
3.61	29.6868656878386	45.291747580080234
3.6199999999999997	29.663709056457378	45.40098173885829
3.63	29.635308412965564	45.50980432438577
3.6399999999999997	29.607895482590063	45.618217135202265
3.65	29.594708350219907	45.7262219658769
3.6599999999999997	29.620382063770812	45.833820606890804
3.67	29.65528866621914	45.94101484452334
3.6799999999999997	29.691999337522994	46.047806460742045
3.69	29.730480576449033	46.15419723309647
3.6999999999999997	29.75250419774123	46.26018893461522
3.71	29.76553518121042	46.36578333370686
3.7199999999999998	29.805731915412704	46.47098219406391
3.73	29.895617318234656	46.57578727457042
3.7399999999999998	30.001751225728757	46.68020032921259
3.75	30.10598145747442	46.78422310699261
3.76	30.169194349618873	46.8878573518457
3.77	30.2209284499933	46.99110480255997
3.78	30.274070719152522	47.09396719269938
3.79	30.32856854898016	47.19644625052943
3.8	30.42104729930434	47.29854369894582
3.81	30.539353811779904	47.400261255405674
3.82	30.656384868032827	47.501600631861436
3.83	30.730202641880055	47.60256353469751
3.84	30.789525771409036	47.70315166466927
3.8499999999999996	30.854075822183933	47.80336671684463
3.86	30.924699933517076	47.903210380548
3.8699999999999997	30.98921206303284	48.002684339306576
3.88	31.054532766519472	48.10179027079889
3.8899999999999997	31.13667245727941	48.20052984680572
3.9	31.21445503249569	48.29890473316299
3.9099999999999997	31.280128277530977	48.39691658971698
3.92	31.3466985697274	48.49456707028146
3.9299999999999997	31.41082872302589	48.59185782259691
3.94	31.456868366065798	48.688790488291716
3.9499999999999997	31.50648436599258	48.78536670284525
3.96	31.592782600613976	48.88158809555279
3.9699999999999998	31.70999345722091	48.97745628949238
3.98	31.844735330890792	49.072972901493316
3.9899999999999998	31.97934233991895	49.16813954210645
4.0	32.10388541805063	49.26295781557615
4.01	32.22630136736314	49.3574293198139
4.02	32.331714800306315	49.45155564637355
4.03	32.431627077983464	49.54533838042803
4.04	32.55152882974182	49.638779100747605
4.05	32.681657366608945	49.73187937967972
4.06	32.80780526358003	49.8246407831301
4.07	32.93044399797532	49.917064870545424
4.08	33.04216403467946	50.009153194897216
4.09	33.13500898149032	50.10090730266708
4.1	33.21083005905413	50.192328733833484
4.109999999999999	33.273295202090374	50.283419021859444
4.12	33.35291820915619	50.37417969368148
4.13	33.446051890173464	50.464612269700105
4.14	33.5539033371775	50.55471826377109
4.1499999999999995	33.652039956275985	50.644499183198036
4.16	33.731538745503165	50.733956528725976
4.17	33.792878732723594	50.82309179453609
4.18	33.844154362196576	50.91190646824156
4.1899999999999995	33.89379495898423	51.0004020308841
4.2	33.95091444644373	51.08857995693193
4.21	34.00753703742899	51.17644171427823
4.22	34.05480890339857	51.26398876424089
4.2299999999999995	34.0951556563456	51.35122256156313
4.24	34.12708543489078	51.438144554414585
4.25	34.165849407547995	51.52475618439383
4.26	34.20592260956283	51.61105888653135
4.27	34.244653385095766	51.69705408929339
4.28	34.26758178821889	51.78274321458665
4.29	34.27553385967998	51.86812767776369
4.3	34.28663168660609	51.95320888762907
4.31	34.31302046297813	52.03798824644618
4.32	34.34718684699054	52.12246714994494
4.33	34.38513461739074	52.20664698732985
4.34	34.426216714473455	52.29052914128893
4.35	34.4646321078526	52.37411498800331
4.36	34.513685627340415	52.45740589715729
4.37	34.56963945497965	52.540403231949085
4.38	34.640817646306935	52.62310834910209
4.39	34.726633414776565	52.705522598876826
4.3999999999999995	34.81227736535073	52.787647325083256
4.41	34.89784098225703	52.869483865093784
4.42	34.98348688646407	52.951033549856604
4.43	35.07187991262728	53.03229770390978
4.4399999999999995	35.15789487357184	53.113277645395456
4.45	35.23406596494384	53.193974686074874
4.46	35.294882350286684	53.274390131343665
4.47	35.34766220609543	53.354525280247515
4.4799999999999995	35.40052405717705	53.43438142549836
4.49	35.45351935707222	53.51395985349107
4.5	35.50669788428239	53.59326184432021
4.51	35.56010920584256	53.67228867179746
4.52	35.61380086767741	53.75104160346938
4.53	35.664349084091036	53.82952190063531
4.54	35.713622191665934	53.90773081836587
4.55	35.76984569909607	53.985669605521615
4.56	35.83897791244288	54.06333950477202
4.57	35.91893713282263	54.1407417526149
4.58	35.99967332580046	54.21787757939597
4.59	36.081222974394166	54.294748209328695
4.6	36.1636168720403	54.37135486051453
4.61	36.246887476996015	54.44769874496335
4.62	36.33106438987002	54.52378106861405
4.63	36.410759532280146	54.5996030313555
4.64	36.485637381785345	54.67516582704775
4.6499999999999995	36.55924718843239	54.75047064354325
4.66	36.625689061537614	54.825518662708575
4.67	36.681561037539204	54.900311060446114
4.68	36.741273024377406	54.974849006716
4.6899999999999995	36.813014542086826	55.04913366555845
4.7	36.896023633974444	55.12316619511587
4.71	36.980420185401066	55.19694774765547
4.72	37.06624750054878	55.270479469591976
4.7299999999999995	37.144307076705694	55.34376250151028
4.74	37.20314328973256	55.416797978188555
4.75	37.24485044990623	55.489587028621266
4.76	37.28139389867801	55.562130776042466
4.77	37.3214990424087	55.63443033794904
4.78	37.3699011924124	55.70648682612428
4.79	37.417774149519474	55.77830134666139
4.8	37.46626340433712	55.8498749999872
4.81	37.52606050992667	55.92120888088596
4.82	37.5910402892399	55.99230407852319
4.83	37.666347454859554	56.063161676469655
4.84	37.754461265834905	56.13378275272536
4.85	37.84877217894047	56.204168379743706
4.86	37.943619681197674	56.27431962445571
4.87	38.036677546316035	56.34423754829409
4.88	38.11890875890439	56.41392320721777
4.89	38.19035212431116	56.483377651736106
4.8999999999999995	38.25069325860534	56.55260192693338
4.91	38.29990475475937	56.62159707249309
4.92	38.34510421196734	56.69036412272265
4.93	38.39147460535963	56.75890410657773
4.9399999999999995	38.44372668874833	56.82721804768695
4.95	38.50706627928765	56.89530696437634
4.96	38.581487659486775	56.96317186969401
4.97	38.6568376914336	57.03081377143474
4.9799999999999995	38.73299420344878	57.0982336721646
4.99	38.805254094959494	57.16543256924565
5.0	38.86858652440688	57.2324114548605
5.01	38.92277419014234	57.29917131603699
5.02	38.977061917335455	57.365713134672866
5.03	39.031928471137846	57.43203788756038
5.04	39.08596867041083	57.49814654641098
5.05	39.13957053069478	57.564040077879795
5.06	39.192730950552566	57.62971944359045
5.07	39.24882336093963	57.69518560015948
5.08	39.3061087572602	57.760439499220965
5.09	39.369513184562656	57.825482087451114
5.1	39.44385958622804	57.89031430659268
5.11	39.52935963085982	57.95493709347954
5.12	39.610432055614545	58.019351380061174
5.13	39.68209068356858	58.08355809342694
5.14	39.740335677413604	58.14755815583067
5.1499999999999995	39.77978924529394	58.21135248471482
5.16	39.80038994486168	58.274941992735
5.17	39.81265185127366	58.33832758778394
5.18	39.83379755789848	58.40151017301605
5.1899999999999995	39.86390253771347	58.46449064687123
5.2	39.89971985836918	58.527269903099366
5.21	39.936409067288444	58.58984883078404
5.22	39.979330715488274	58.652228314366845
5.2299999999999995	40.03318374632078	58.71440923367113
5.24	40.098170406332535	58.77639246392602
5.25	40.17375213522122	58.8381788757902
5.26	40.25169762624551	58.89976933537572
5.27	40.32769997053926	58.9611647042717
5.28	40.38595505604425	59.022365839568025
5.29	40.43500214094111	59.083373593878854
5.3	40.478946943983054	59.14418881536616
5.31	40.52295357583628	59.20481234776328
5.32	40.566996905563194	59.26524503039821
5.33	40.61106724766376	59.32548769821685
5.34	40.658548093491014	59.38554118180635
5.35	40.71517009923907	59.44540630741834
5.36	40.789783704740145	59.505083896991735
5.37	40.87940694195586	59.56457476817611
5.38	40.97849280977121	59.62387973435435
5.39	41.07792567419599	59.682999604665625
5.3999999999999995	41.17768282488845	59.741935184028236
5.41	41.27774483438554	59.80068727316204
5.42	41.37810540502674	59.8592566686115
5.43	41.47392810436828	59.91764416276777
5.4399999999999995	41.5575052999931	59.97585054389147
5.45	41.62251102219897	60.033876596134874
5.46	41.67376350675456	60.091723099564256
5.47	41.719690485616546	60.14939083018209
5.4799999999999995	41.765426237909246	60.206880559949134
5.49	41.8158268014086	60.264193056806484
5.5	41.87553906819876	60.32132908469744
5.51	41.94454228053177	60.378289403589456
5.52	42.02244337672073	60.43507476949584
5.53	42.11389546594037	60.491685934497426
5.54	42.223202380249404	60.54812364676413
5.55	42.34770481693122	60.60438865057648
5.56	42.47682170073199	60.660481686347005
5.57	42.60625135645932	60.71640349064158
5.58	42.73436091288468	60.77215479620048
5.59	42.84938441352607	60.82773633195974
5.6	42.94620046210496	60.88314882307199
5.61	43.02468988921541	60.93839299092753
5.62	43.08586973624465	60.99346955317503
5.63	43.130098806367904	61.048379223742444
5.64	43.15723979760675	61.10312271285755
5.6499999999999995	43.18355050811956	61.15770072706853
5.66	43.21772403305707	61.21211396926451
5.67	43.259731328280104	61.26636313869581
5.68	43.30699143435178	61.320448930994324
5.6899999999999995	43.36326666763865	61.374372038193734
5.7	43.428711390816886	61.42813314874945
5.71	43.5057865432074	61.481732947558754
5.72	43.59950103816394	61.53517211598059
5.7299999999999995	43.70999223373898	61.58845133185547
5.74	43.83740151469488	61.64157126952508
5.75	43.96000974693924	61.694532599851996
5.76	44.074495441734044	61.74733599023905
5.77	44.180882774676704	61.79998210464898
5.78	44.28334017826358	61.852471603623506
5.79	44.38501895166981	61.90480514430269
5.8	44.48591044129487	61.95698338044409
5.81	44.58365743128072	62.00900696244177
5.82	44.67273721105172	62.060876537345145
5.83	44.75316739445794	62.11259274887798
5.84	44.82496529612179	62.16415623745711
5.85	44.90190144064171	62.21556764021092
5.86	44.98599868056615	62.266827590998176
5.87	45.07724160503806	62.31793672042626
5.88	45.176029088684146	62.36889565586975
5.89	45.28257045769186	62.41970502148841
5.8999999999999995	45.39685816240627	62.47036543824568
5.91	45.518746641044324	62.52087752392651
5.92	45.6418604434789	62.57124189315548
5.93	45.7643648552591	62.62145915741472
5.9399999999999995	45.88625632945587	62.67152992506153
5.95	46.001616403911456	62.72145480134628
5.96	46.10905300945608	62.77123438842997
5.97	46.208583823178934	62.82086928540165
5.9799999999999995	46.300257544040775	62.870360088295946
5.99	46.384158592968205	62.91970739011038
6.0	46.46029418758484	62.96891178082251
6.01	46.52867984848742	63.01797384740723
6.02	46.59550787806676	63.06689417385363
6.03	46.66899135969952	63.115673341182166
6.04	46.749526760528354	63.16431192746131
6.05	46.83698054886679	63.2128105078245
6.06	46.930801518498825	63.261169654486686
6.07	47.03091694952578	63.309389936760965
6.08	47.13732272593742	63.357471921075145
6.09	47.25002834236171	63.40541617098806
6.1	47.36621346789417	63.45322324720591
6.11	47.48306667581949	63.500893707598486
6.12	47.60059775935222	63.54842810721532
6.13	47.712170647731746	63.59582699830174
6.14	47.81647400976027	63.643090930314735
6.15	47.91316662101042	63.69022044993893
6.16	48.00228076636613	63.73721610110228
6.17	48.08389728070304	63.78407842499188
6.18	48.15372739408574	63.83080796006935
6.1899999999999995	48.211119030152744	63.877405242086525
6.2	48.25899661578979	63.923870804100844
6.21	48.30026354753257	63.97020517649057
6.22	48.34665750528064	64.01640888697027
6.2299999999999995	48.39816936163022	64.06248246060565
6.24	48.45575457447347	64.108426419829
6.25	48.51978148197134	64.15424128445382
6.26	48.59016224290158	64.19992757168997
6.27	48.66690085514017	64.24548579615845
6.28	48.754556997212624	64.29091646990598
6.29	48.85387897104712	64.33622010241989
6.3	48.96541745420243	64.38139720064237
6.31	49.089269523969996	64.42644826898524
6.32	49.21299745125722	64.47137380934421
6.33	49.335954867635486	64.51617432111316
6.34	49.447790359242404	64.56085030119853
6.35	49.54845384597436	64.60540224403319
6.36	49.63798342909439	64.64983064159073
6.37	49.71631923975724	64.69413598339942
6.38	49.78827930575423	64.73831875655594
6.39	49.85397596766467	64.78237944573938
6.4	49.912931894232266	64.82631853322495
6.41	49.96515139893261	64.87013649889754
6.42	50.01573058260424	64.91383382026535
6.43	50.066341668550905	64.9574109724734
6.4399999999999995	50.12796486291601	65.00086842831696
6.45	50.200678500830676	65.04420665825485
6.46	50.28450247628484	65.08742613042268
6.47	50.3794851544243	65.13052731064616
6.4799999999999995	50.48054362481252	65.17351066245395
6.49	50.58752580263832	65.21637664709101
6.5	50.698322958070506	65.25912572353127
6.51	50.809909710402465	65.30175834849067
6.52	50.916908832534176	65.34427497643989
6.53	51.018307743323035	65.3866760596171
